instance_id,text
la_dama_boba_s395,"Nise es una sola hermosa, Finea las doce son: hora de más bendición, más descansada y copiosa."
la_dama_boba_s396,"En las doce el oficial descansa, y bástale ser hora entonces de comer, tan precisa y natural."
la_dama_boba_s397,"Quiero decir que Finea hora de sustento es, cuyo descanso ya ves cuánto el hombre le desea."
la_dama_boba_s398,"Denme, pues, las doce a mí, que soy pobre, con mujer que, dándome de comer, es la mejor para mí."
la_dama_boba_s399,"Nise es ora infortunada, donde mi planeta airado, de sextil y de cuadrado me mira con frente armada."
la_dama_boba_s400,"Finea es ora dichosa,  donde Júpiter benigno me está mirando de trino, con aspecto y faz hermosa."
la_dama_boba_s401,"Doyme a entender que, poniendo en Finea mis cuidados, a cuarenta mil ducados las manos voy previniendo."
la_dama_boba_s402,"Esta, Pedro, desde hoy ha de ser empresa mía."
la_dama_boba_s403,"Para probar tu osadía, en una sospecha estoy."
la_dama_boba_s404,¿Cuál?
la_dama_boba_s405,Que te has de arrepentir por ser simple esta mujer.
la_dama_boba_s406,"¿Quién has visto de comer, de descansar y vestir arrepentido jamás?"
la_dama_boba_s407,Pues esto viene con ella.
la_dama_boba_s408,"A Nise, discreta y bella, Laurencio, ¿dejar podrás por una boba inorante?"
la_dama_boba_s409,¡Qué inorante majadero!
la_dama_boba_s410,¿No ves que el sol del dinero va del ingenio adelante?
la_dama_boba_s411,"El que es pobre, ése es tenido por simple; el rico, por sabio."
la_dama_boba_s412,"No hay en el nacer agravio, por notable que haya sido, que el dinero no lo encubra; ni hay falta en naturaleza que con la mucha pobreza no se aumente y se descubra."
la_dama_boba_s413,Desde hoy quiero enamorar a Finea.
la_dama_boba_s414,He sospechado que a un ingenio tan cerrado no hay puerta por donde entrar.
la_dama_boba_s415,Yo sé cuál.
la_dama_boba_s416,"¡Yo no, por Dios!"
la_dama_boba_s417,"Clara, su boba criada."
la_dama_boba_s418,Sospecho que es más taimada que boba.
la_dama_boba_s419,Demos los dos en enamorarlas.
la_dama_boba_s420,Creo que Clara será tercera más fácil.
la_dama_boba_s421,"De esa manera, seguro va mi deseo."
la_dama_boba_s422,Ellas vienen; disimula.
la_dama_boba_s423,Si puede ser en mi mano.
la_dama_boba_s424,¡Que ha de poder un cristiano enamorar una mula!
la_dama_boba_s425,Linda cara y talle tiene.
la_dama_boba_s426,¡Así fuera el alma!
la_dama_boba_s427,"y  Agora conozco, hermosa señora, que no solamente viene el sol de las orientales partes, pues de vuestros ojos sale con rayos más rojos y luces piramidales; pero si, cuando salís tan grande fuerza traéis, al mediodía, ¿qué haréis?"
la_dama_boba_s428,"Comer, como vos decís, no pirámides ni peros, sino cosas provechosas."
la_dama_boba_s429,"Esas estrellas hermosas, esos nocturnos luceros me tienen fuera de mí."
la_dama_boba_s430,"Si vos andáis con estrellas, ¿qué mucho que os traigan ellas arromadizado ansí?"
la_dama_boba_s431,"Acostaos siempre temprano, y dormid con tocador."
la_dama_boba_s432,"¿No entendéis que os tengo amor puro, honesto, limpio y llano?"
la_dama_boba_s433,¿Qué es amor?
la_dama_boba_s434,¿Amor?
la_dama_boba_s435,Deseo.
la_dama_boba_s436,¿De qué?
la_dama_boba_s437,De una cosa hermosa.
la_dama_boba_s438,¿Es oro?
la_dama_boba_s439,¿Es diamante?
la_dama_boba_s440,¿Es cosa destas que muy lindas veo?
la_dama_boba_s441,"No; sino de la hermosura  de una mujer como vos, que, como lo ordena Dios, para buen fin se procura; y esta, que vos la tenéis, engendra deseo en mí."
la_dama_boba_s442,"Y yo, ¿qué he de hacer aquí, si sé que vos me queréis?"
la_dama_boba_s443,Quererme.
la_dama_boba_s444,¿No habéis oído que amor con amor se paga?
la_dama_boba_s445,"No sé yo cómo se haga, porque nunca yo he querido, ni en la cartilla lo vi, ni me lo enseñó mi madre."
la_dama_boba_s446,"Preguntarélo a mi padre... Esperaos, que no es ansí."
la_dama_boba_s447,"Pues, ¿cómo?"
la_dama_boba_s448,"Destos mis ojos saldrán unos rayos vivos, como espíritus visivos, de sangre y de fuego rojos, que se entrarán por los vuestros."
la_dama_boba_s449,"No, señor; arriedro vaya cosa en que espíritus haya."
la_dama_boba_s450,"Son los espíritus nuestros, que juntos se han de encender y causar un dulce fuego con que se pierde el sosiego, hasta que se viene a ver el alma en la posesión, que es el fin del casamiento; que con este santo intento justos los amores son, porque el alma que yo tengo a vuestro pecho se pasa."
la_dama_boba_s451,¿Tanto pasa quien se casa?
la_dama_boba_s452,"Con él, como os digo, vengo tan muerto por vuestro amor, que aquesta ocasión busqué."
la_dama_boba_s453,"¿Qué es amor, que no lo sé?"
la_dama_boba_s454,¿Amor?
la_dama_boba_s455,"¡Locura, furor!"
la_dama_boba_s456,"Pues, ¿loca tengo de estar?"
la_dama_boba_s457,"Es una dulce locura, por quien la mayor cordura suelen los hombres trocar."
la_dama_boba_s458,"Yo, lo que mi ama hiciere, eso haré."
la_dama_boba_s459,"Ciencia es amor, que el más rudo labrador a pocos cursos la adquiere."
la_dama_boba_s460,"En comenzando a querer, enferma la voluntad de una dulce enfermedad."
la_dama_boba_s461,No me la mandes tener; que no he tenido en mi vida sino solos sabañones.
la_dama_boba_s462,¡Agrádanme las liciones!
la_dama_boba_s463,"Tú verás, de mí querida, cómo has de quererme aquí; que es luz del entendimiento amor."
la_dama_boba_s464,Lo del casamiento me cuadra.
la_dama_boba_s465,Y me importa a mí.
la_dama_boba_s466,"Pues, ¿llevaráme a su casa y tendráme allá también?"
la_dama_boba_s467,"Sí, señora."
la_dama_boba_s468,"Y, ¿eso es bien?"
la_dama_boba_s469,Y muy justo en quien se casa.
la_dama_boba_s470,Vuestro padre y vuestra madre casados fueron ansí: deso nacistes.
la_dama_boba_s471,¿Yo?
la_dama_boba_s472,Sí.
la_dama_boba_s473,"Cuando se casó mi padre, ¿no estaba yo allí tampoco?"
la_dama_boba_s474,¿Hay semejante ignorancia?
la_dama_boba_s475,Sospecho que esta ganancia camina a volverme loco.
la_dama_boba_s476,Mi padre pienso que viene.
la_dama_boba_s477,Pues voyme.
la_dama_boba_s478,Acordaos de mí.
la_dama_boba_s479,¡Que me place!
la_dama_boba_s480,¿Fuese?
la_dama_boba_s481,"Sí, y seguirle me conviene."
la_dama_boba_s482,Tenedme en vuestra memoria.
la_dama_boba_s483,"Si os vais, ¿cómo?"
la_dama_boba_s484,FINEA.
la_dama_boba_s485,"¿Has visto, Clara, lo que es amor?"
la_dama_boba_s486,¡Quién pensara tal cosa!
la_dama_boba_s487,"No hay pepitoria que tenga más menudencias de manos, tripas y pies."
la_dama_boba_s488,"Mi padre, como lo ves, anda en mil impertinencias."
la_dama_boba_s489,"Tratado me ha de casar con un caballero indiano, sevillano o toledano."
la_dama_boba_s490,"Dos veces me vino a hablar, y esta postrera sacó de una carta un naipecito muy repulido y bonito, y luego que le miró  me dijo: «Toma, Finea, ese es tu marido.» Y fuese."
la_dama_boba_s491,"Yo, como, en fin, no supiese esto de casar qué sea, tomé el negro del marido, que no tiene más de cara, cuera y ropilla; mas, Clara, ¿qué importa que sea pulido este marido o quien es, si todo el cuerpo no pasa de la pretina?"
la_dama_boba_s492,Que en casa ninguno sin piernas ves.
la_dama_boba_s493,"¡Pardiez, que tienes razón!"
la_dama_boba_s494,¿Tiénesle ahí?
la_dama_boba_s495,Vesle aquí.
la_dama_boba_s496,(Saca un retrato.)
la_dama_boba_s497,¡Buena cara y cuerpo!
la_dama_boba_s498,Sí;  mas no pasa del jubón.
la_dama_boba_s499,Luego este no podrá andar.
la_dama_boba_s500,"¡Ay, los ojitos que tiene!"
la_dama_boba_s501,"Señor, con Nise... ¿Si viene a casarte...?"
la_dama_boba_s502,"No hay casar; que este que se va de aquí tiene piernas, tiene traza."
la_dama_boba_s503,"Y más, que con perro caza; que el mozo me muerde a mí."
la_dama_boba_s504,Entre OTAVIO con  Por la calle de Toledo dicen que entró por la posta.
la_dama_boba_s505,"Pues, ¿cómo no llega ya?"
la_dama_boba_s506,"Algo, por dicha, acomoda."
la_dama_boba_s507,Temblando estoy de Finea.
la_dama_boba_s508,"Aquí está, señor, la novia."
la_dama_boba_s509,"Hija, ¿no sabes?"
la_dama_boba_s510,No sabe; que esa es su desdicha toda.
la_dama_boba_s511,Ya está en Madrid tu marido.
la_dama_boba_s512,Siempre tu memoria es poca.
la_dama_boba_s513,¿No me lo diste en un naipe?
la_dama_boba_s514,"Esa es la figura sola, que estaba en él retratado; que lo vivo viene agora."
la_dama_boba_s515,"Entre  Aquí está el señor Liseo, apeado de unas postas."
la_dama_boba_s516,"Mira, Finea, que estés muy prudente y muy señora."
la_dama_boba_s517,Llegad sillas y almohadas.
la_dama_boba_s518,TURÍN y criados.-  Esta licencia se toma quien viene a ser hijo vuestro.
la_dama_boba_s519,Y quien viene a darnos honra.
la_dama_boba_s520,"Agora, señor, decidme: ¿Quién es de las dos mi esposa?"
la_dama_boba_s521,¡Yo!
la_dama_boba_s522,¿No lo ve?
la_dama_boba_s523,Bien merezco los brazos.
la_dama_boba_s524,"Luego, ¿no importa?"
la_dama_boba_s525,Bien le puedes abrazar.
la_dama_boba_s526,¡Clara...!
la_dama_boba_s527,¡Señora...!
la_dama_boba_s528,¡Aún agora viene con piernas y pies!
la_dama_boba_s529,"Esto, ¿es burla o jerigonza?"
la_dama_boba_s530,El verle de medio arriba me daba mayor congoja.
la_dama_boba_s531,Abrazad vuestra cuñada.
la_dama_boba_s532,"No fue la fama engañosa, que hablaba en vuestra hermosura."
la_dama_boba_s533,Soy muy vuestra servidora.
la_dama_boba_s534,¡Lo que es el entendimiento!
la_dama_boba_s535,A toda España alborota.
la_dama_boba_s536,"La divina Nise os llaman; sois discreta como hermosa,  y hermosa con mucho estremo."
la_dama_boba_s537,"Pues, ¿cómo requiebra a esotra, si viene a ser mi marido?"
la_dama_boba_s538,¿No es más necio?
la_dama_boba_s539,"¡Calla, loca!"
la_dama_boba_s540,"Sentaos, hijos, por mi vida."
la_dama_boba_s541,¡Turín...!
la_dama_boba_s542,¿Señor?
la_dama_boba_s543,¡Linda tonta!
la_dama_boba_s544,¿Cómo venís del camino?
la_dama_boba_s545,Con los deseos enoja; que siempre le hacen más largo.
la_dama_boba_s546,"Ese macho de la noria  pudiérais haber pedido, que anda como una persona."
la_dama_boba_s547,"Calla, hermana."
la_dama_boba_s548,Callad vos.
la_dama_boba_s549,"Aunque hermosa y virtüosa, es Finea de este humor."
la_dama_boba_s550,"Turín, ¿trajiste las joyas?"
la_dama_boba_s551,No ha llegado nuestra gente.
la_dama_boba_s552,¡Qué de olvidos se perdonan en un camino a criados!
la_dama_boba_s553,¿Joyas traéis?
la_dama_boba_s554,"Y le sobra de las joyas el principio,  tanto el jo se le acomoda."
la_dama_boba_s555,Calor traéis.
la_dama_boba_s556,¿Queréis algo?
la_dama_boba_s557,¿Qué os aflige?
la_dama_boba_s558,¿Qué os congoja?
la_dama_boba_s559,Agua quisiera pedir.
la_dama_boba_s560,Haráos mal el agua sola.
la_dama_boba_s561,Traigan una caja.
la_dama_boba_s562,"A fe que si, como viene agora, fuera el sábado pasado, que hicimos yo y esa moza un menudo... ¡Calla, necia!"
la_dama_boba_s563,"...mucha especia, ¡linda cosa!"
la_dama_boba_s564,"(Entren con agua, toalla, salva y una caja.)"
la_dama_boba_s565,El agua está aquí.
la_dama_boba_s566,Comed.
la_dama_boba_s567,"El verla, señor, provoca; porque con su risa dice que la beba y que no coma (Beba.)"
la_dama_boba_s568,Él bebe como una mula.
la_dama_boba_s569,¡Buen requiebro!
la_dama_boba_s570,¡Qué enfadosa que estás hoy!
la_dama_boba_s571,"¡Calla, si quieres!"
la_dama_boba_s572,¡Aun no habéis dejado gota!
la_dama_boba_s573,Esperad; os limpiaré.
la_dama_boba_s574,"Pues, ¿tú le limpias?"
la_dama_boba_s575,¿Qué importa?
la_dama_boba_s576,¡Media barba me ha quitado!
la_dama_boba_s577,¡Lindamente me enamora!
la_dama_boba_s578,Que descanséis es razón.
la_dama_boba_s579,"Quiero, pues no se reporta, llevarle de aquí a Finea."
la_dama_boba_s580,"Tarde el descanso se cobra, que en tal desdicha se pierde."
la_dama_boba_s581,"Ahora bien; entrad vosotras, y aderezad su aposento."
la_dama_boba_s582,Mi cama pienso que sobra para los dos.
la_dama_boba_s583,¿Tú no ves que no están hechas las bodas?
la_dama_boba_s584,"Pues, ¿qué importa?"
la_dama_boba_s585,Ven conmigo.
la_dama_boba_s586,¿Allá dentro?
la_dama_boba_s587,Sí.
la_dama_boba_s588,Adiós.
la_dama_boba_s589,¡Hola!
la_dama_boba_s590,Las del mar de mi desdicha me anegan entre sus ondas.
la_dama_boba_s591,"Yo también, hijo, me voy, para prevenir las cosas, que, para que os desposéis con más aplauso, me tocan."
la_dama_boba_s592,Dios os guarde.
la_dama_boba_s593,(Todos se van; queden LISEO y TURÍN.)
la_dama_boba_s594,No sé yo de qué manera disponga mi desventura.
la_dama_boba_s595,¡Ay de mí!
la_dama_boba_s596,¿Quieres quitarte las botas?
la_dama_boba_s597,"No, Turín; sino la vida."
la_dama_boba_s598,¿Hay boba tan espantosa?
la_dama_boba_s599,"Lástima me ha dado a mí, considerando que ponga en un cuerpo tan hermoso el cielo un alma tan loca."
la_dama_boba_s600,"Aunque estuviera casado por poder, en causa propia me pudiera descasar."
la_dama_boba_s601,"La ley es llana y notoria; pues concertando mujer  con sentido, me desposan con una bestia del campo, con una villana tosca."
la_dama_boba_s602,"Luego, ¿no te casarás?"
la_dama_boba_s603,"¡Mal haya la hacienda toda que con tal pensión se adquiere, que con tal censo se toma!"
la_dama_boba_s604,"Demás que aquesta mujer, si bien es hermosa y moza, ¿qué puede parir de mí sino tigres, leones y onzas?"
la_dama_boba_s605,"Eso es engaño, que vemos por experiencias y historias, mil hijos de padres sabios, que de necios los deshonran."
la_dama_boba_s606,"Verdad es que Cicerón tuvo a Marco Tulio en Roma, que era un caballo, un camello."
la_dama_boba_s607,De la misma suerte consta que de necios padres suele salir una fénix sola.
la_dama_boba_s608,"Turín, por lo general, y es consecuencia forzosa, lo semejante se engendra."
la_dama_boba_s609,Hoy la palabra se rompa; rásguense cartas y firmas; que ningún tesoro compra la libertad.
la_dama_boba_s610,"Aun si fuera Nise... ¡Oh, qué bien te reportas!"
la_dama_boba_s611,"Dicen que si a un hombre airado, que colérico se arroja, le pusiesen un espejo, en mirando en él la sombra que representa su cara, se tiempla y desapasiona; así tú, como tu gusto  miraste en su hermana hermosa -que el gusto es cara del alma, pues su libertad se nombra-, luego templaste la tuya."
la_dama_boba_s612,"Bien dices, porque ella sola el enojo de su padre, que, como ves, me alborota, me puede quitar, Turín."
la_dama_boba_s613,¿Que no hay que tratar de esotra?
la_dama_boba_s614,"Pues, ¿he de dejar la vida por la muerte temerosa, y por la noche enlutada el sol que los cielos dora, por los áspides las aves, por las espinas las rosas, y por un demonio un ángel?"
la_dama_boba_s615,Digo que razón te sobra: que no está el gusto en el oro;  que son el oro y las horas muy diversas.
la_dama_boba_s616,Desde aquí renuncio la dama boba.
la_dama_boba_s617,"FIN DEL PRIMER ACTO DE LA «DAMA BOBA»  Acto II    LAURENCIO, FENISO."
la_dama_boba_s618,"En fin, ha pasado un mes y no se casa Liseo."
la_dama_boba_s619,No siempre mueve el deseo el codicioso interés.
la_dama_boba_s620,De Nise la enfermedad ha sido causa bastante.
la_dama_boba_s621,Ver a Finea ignorante templará su voluntad.
la_dama_boba_s622,Menos lo está que solía.
la_dama_boba_s623,Temo que amor ha de ser artificioso a encender piedra tan helada y fría.
la_dama_boba_s624,¡Tales milagros ha hecho en gente rústica amor!
la_dama_boba_s625,No se tendrá por menor dar alma a su rudo pecho.
la_dama_boba_s626,"Amor, señores, ha sido aquel ingenio profundo, que llaman alma del mundo, y es el dotor que ha tenido la cátedra de las ciencias; porque solo con amor aprende el hombre mejor sus divinas diferencias."
la_dama_boba_s627,"Así lo sintió Platón; esto Aristóteles dijo; que, como del cielo es hijo, es todo contemplación."
la_dama_boba_s628,"De ella nació el admirarse, y de admirarse nació el filosofar, que dio  luz con que pudo fundarse toda ciencia artificial."
la_dama_boba_s629,Y a amor se ha de agradecer que el deseo de saber es al hombre natural.
la_dama_boba_s630,"Amor con fuerza süave dio al hombre el saber sentir, dio leyes para vivir político, honesto y grave."
la_dama_boba_s631,"Amor repúblicas hizo; que la concordia nació de amor, con que a ser volvió lo que la guerra deshizo."
la_dama_boba_s632,"Amor dio lengua a las aves, vistió la tierra de frutos, y, como prados enjutos, rompió el mar con fuertes naves."
la_dama_boba_s633,"Amor enseñó a escribir altos y dulces concetos, como de su causa efetos."
la_dama_boba_s634,"Amor enseñó a vestir al más rudo, al más grosero;  de la elegancia fue amor el maestro; el inventor fue de los versos primero; la música se le debe y la pintura."
la_dama_boba_s635,"Pues, ¿quién dejará de saber bien, como sus efetos pruebe?"
la_dama_boba_s636,"No dudo de que a Finea, como ella comience a amar, la deje amor de enseñar, por imposible que sea."
la_dama_boba_s637,"Está bien pensado ansí, y su padre lleva intento, por dicha, en el casamiento, que ame y sepa."
la_dama_boba_s638,"Y yo de aquí, infamando amores locos, en limpio vengo a sacar que pocos deben de amar en lugar que saben pocos."
la_dama_boba_s639,¡Linda malicia!
la_dama_boba_s640,¡Extremada!
la_dama_boba_s641,¡Difícil cosa es saber!
la_dama_boba_s642,"Sí; pero fácil creer que sabe, el que poco o nada."
la_dama_boba_s643,¡Qué divino entendimiento tiene Nise!
la_dama_boba_s644,¡Celestial!
la_dama_boba_s645,"¿Cómo, siendo necio el mal, ha tenido atrevimiento para hacerle estos agravios, de tal ingenio desprecios?"
la_dama_boba_s646,Porque de sufrir a necios suelen enfermar los sabios.
la_dama_boba_s647,Ella viene.
la_dama_boba_s648,Y con razón se alegra cuanto la mira.
la_dama_boba_s649,Mucho la historia me admira.
la_dama_boba_s650,"Amores pienso que son, fundados en el dinero."
la_dama_boba_s651,"Nunca fundó su valor sobre dineros amor, que busca el alma primero."
la_dama_boba_s652,"Señora, a vuestra salud, hoy cuantas cosas os ven dan alegre parabién y tienen vida y quietud; que como vuestra virtud era el sol que se la dio, mientras el mal le eclipsó  también lo estuvieron ellas; que hasta ver vuestras estrellas fortuna el tiempo corrió."
la_dama_boba_s653,"Mas como la primavera sale con pies de marfil, y el vario velo sutil tiende en la verde ribera, corre el agua lisonjera y están riñendo las flores sobre tomar las colores, así vos salís, trocando el triste tiempo y sembrando en campos de almas amores."
la_dama_boba_s654,"Ya se ríen estas fuentes, y son perlas las que fueron lágrimas, con que sintieron esas estrellas ausentes; y a las aves sus corrientes hacen instrumentos claros con que quieren celebraros."
la_dama_boba_s655,"Todo se anticipa a veros,  y todo intenta ofreceros con lo que puede alegraros."
la_dama_boba_s656,"Pues si con veros hacéis tales efetos agora, donde no hay alma, señora, más de la que vos ponéis, en mí, ¿qué muestras haréis, qué señales de alegría, este venturoso día, después de tantos enojos, siendo vos sol de mis ojos, siendo vos alma en la mía?"
la_dama_boba_s657,"A estar sin vida llegué el tiempo que no os serví; que fue lo más que sentí, aunque sin mi culpa fue."
la_dama_boba_s658,"Yo vuestros males pasé, como cuerpo que animáis; vos movimiento me dais, yo soy instrumento vuestro, que en mi vida y salud muestro  todo lo que vos pasáis."
la_dama_boba_s659,"Parabién me den a mí de la salud que hay en vos, pues que pasamos los dos el mismo mal en que os vi."
la_dama_boba_s660,"Solamente os ofendí, aunque la disculpa os muestro, en que este mal que fue nuestro, solo tenerle debía, no vos, que sois alma mía, yo sí, que soy cuerpo vuestro."
la_dama_boba_s661,Pienso que de oposición me dais los tres parabién.
la_dama_boba_s662,"Y es bien, pues lo sois por quien viven los que vuestros son."
la_dama_boba_s663,"Divertíos, por mi vida, cortándome algunas flores los dos, pues con sus colores la diferencia os convida  de este jardín, porque quiero hablar a Laurencio un poco."
la_dama_boba_s664,"Quien ama y sufre, o es loco o necio."
la_dama_boba_s665,Tal premio espero.
la_dama_boba_s666,No son vanos mis recelos.
la_dama_boba_s667,Ella le quiere.
la_dama_boba_s668,"Yo haré un ramillete de fe, pero sembrado de celos."
la_dama_boba_s669,NISE.
la_dama_boba_s670,Ya se han ido.
la_dama_boba_s671,"¿Podré yo, Nise, con mis brazos darte parabién de tu salud?"
la_dama_boba_s672,"¡Desvía, fingido, fácil, lisonjero, engañador, loco, inconstante, mudable hombre, que en un mes de ausencia -que bien merece llamarse ausencia la enfermedad-, el pensamiento mudaste!"
la_dama_boba_s673,"Pero mal dije en un mes, porque puedes disculparte con que creíste mi muerte, y, si mi muerte pensaste, con gracioso sentimiento, pagaste el amor que sabes, mudando el tuyo en Finea."
la_dama_boba_s674,¿Qué dices?
la_dama_boba_s675,"Pero bien haces: tú eres pobre, tú discreto, ella rica y ignorante; buscaste lo que no tienes, y lo que tienes dejaste."
la_dama_boba_s676,"Discreción tienes, y en mí la que celebrabas antes dejas con mucha razón; que dos ingenios iguales no conocen superior; y, por dicha, ¿imaginaste que quisiera yo el imperio que a los hombres debe darse?"
la_dama_boba_s677,"El oro que no tenías, tenerle solicitaste enamorando a Finea."
la_dama_boba_s678,Escucha... ¿Qué he de escucharte?
la_dama_boba_s679,¿Quién te ha dicho que yo he sido en un mes tan inconstante?
la_dama_boba_s680,¿Parécete poco un mes?
la_dama_boba_s681,"Yo te disculpo, no hables; que la Luna está en el cielo sin intereses mortales, y en un mes, y aun algo menos, está creciente y menguante."
la_dama_boba_s682,"Tú en la tierra, y de Madrid, donde hay tantos vendavales de intereses en los hombres, no fue milagro mudarte."
la_dama_boba_s683,"Dile, Celia, lo que has visto."
la_dama_boba_s684,"Ya, Laurencio, no te espantes de que Nise, mi señora, de esta manera te trate: yo sé que has dicho a Finea requiebros...  ¡Que me levantes, Celia, tales testimonios!..."
la_dama_boba_s685,"Tú sabes que son verdades; y no solo tú a mi dueño ingratamente pagaste, pero tu Pedro, el que tiene de tus secretos las llaves, ama a Clara tiernamente."
la_dama_boba_s686,¿Quieres que más te declare?
la_dama_boba_s687,"Tus celos han sido, Celia, y quieres que yo los pague."
la_dama_boba_s688,"¿Pedro a Clara, aquella boba?"
la_dama_boba_s689,"Laurencio, si le enseñaste, ¿por qué te afrentas de aquello en que de ciego no caes?"
la_dama_boba_s690,"Astrólogo me pareces, que siempre de ajenos males, sin reparar en los suyos,  largos pronósticos hacen."
la_dama_boba_s691,¡Qué bien empleas tu ingenio!
la_dama_boba_s692,"«De Nise confieso el talle, mas no es sólo el exterior el que obliga a los que saben.» ¡Oh, quién os oyera juntos!..."
la_dama_boba_s693,"Debéis de hablar en romances, porque un discreto y un necio no pueden ser consonantes."
la_dama_boba_s694,"¡Ay Laurencio, qué buen pago de fe y amor tan notable!"
la_dama_boba_s695,"Bien dicen que a los amigos, prueba la cama y la cárcel."
la_dama_boba_s696,"Yo enfermé de mis tristezas, y, de no verte ni hablarte, sangráronme muchas veces."
la_dama_boba_s697,¡Bien me alegraste la sangre!
la_dama_boba_s698,"Por regalos tuyos tuve mudanzas, traiciones, fraudes; pero, pues tan duros fueron, di que me diste diamantes."
la_dama_boba_s699,Ahora bien: ¡esto cesó!
la_dama_boba_s700,"¡Oye, aguarda!..."
la_dama_boba_s701,¿Que te aguarde?
la_dama_boba_s702,"Pretende tu rica boba, aunque yo haré que se case más presto que tú lo piensas."
la_dama_boba_s703,¡Señora!...
la_dama_boba_s704,"Entre LISEO, y asga LAURENCIO a  Esperaba tarde los desengaños; mas ya no quiere amor que me engañe."
la_dama_boba_s705,¡Suelta!
la_dama_boba_s706,¡No quiero!
la_dama_boba_s707,¿Qué es esto?
la_dama_boba_s708,"Dice Laurencio que rasgue unos versos que me dio de cierta dama ignorante, y yo digo que no quiero."
la_dama_boba_s709,Tú podrá ser que lo alcances  de Nise; ruégalo tú.
la_dama_boba_s710,"Si algo tengo que rogarte, haz algo por mis memorias y rasga lo que tú sabes."
la_dama_boba_s711,¡Dejadme los dos!
la_dama_boba_s712,¡Qué airada!
la_dama_boba_s713,Yo me espanto que te trate con estos rigores Nise.
la_dama_boba_s714,"Pues, Liseo, no te espantes: que es defeto en los discretos tal vez el no ser afables."
la_dama_boba_s715,¿Tienes qué hacer?
la_dama_boba_s716,Poco o nada.
la_dama_boba_s717,Pues vámonos esta tarde por el Prado arriba.
la_dama_boba_s718,Vamos donde quiera que tú mandes.
la_dama_boba_s719,Detrás de los Recoletos quiero hablarte.
la_dama_boba_s720,"Si el hablarme no es con las lenguas que dicen, sino con lenguas que hacen, aunque me espanto que sea, dejaré caballo y pajes."
la_dama_boba_s721,Bien puedes.
la_dama_boba_s722,(Vase.)
la_dama_boba_s723,Yo voy tras ti.
la_dama_boba_s724,¡Qué celoso y qué arrogante!
la_dama_boba_s725,"Finea es boba, y, sin duda, de haberle contado nace mis amores y papeles."
la_dama_boba_s726,"Ya para consejo es tarde; que deudas y desafíos a que los honrados salen, para trampas se dilatan, y no es bien que se dilaten."
la_dama_boba_s727,Un MAESTRO de danzar y FINEA.
la_dama_boba_s728,MAESTRO ¿Tan presto se cansa?
la_dama_boba_s729,Sí.
la_dama_boba_s730,Y no quiero danzar más.
la_dama_boba_s731,"MAESTRO Como no danza a compás, hase enfadado de sí."
la_dama_boba_s732,"¡Por poco diera de hocicos, saltando!"
la_dama_boba_s733,Enfadada vengo.
la_dama_boba_s734,"¿Soy yo urraca, que andar tengo por casa, dando salticos?"
la_dama_boba_s735,"Un paso, otro contrapaso, floretas, otra floreta... ¡Qué locura!"
la_dama_boba_s736,"MAESTRO   ¡Qué imperfeta cosa, en un hermoso vaso poner la Naturaleza licor de un alma tan ruda!"
la_dama_boba_s737,Con que yo salgo de duda que no es alma la belleza.
la_dama_boba_s738,Maestro... MAESTRO ¿Señora mía?...
la_dama_boba_s739,Trae mañana un tamboril.
la_dama_boba_s740,"MAESTRO Ese es instrumento vil, aunque de mucha alegría."
la_dama_boba_s741,Que soy más aficionada al cascabel os confieso.
la_dama_boba_s742,MAESTRO Es muy de caballos eso.
la_dama_boba_s743,"Haced vos lo que me agrada,  que no es mucha rustiqueza el traellos en los pies."
la_dama_boba_s744,Harto peor pienso que es traellos en la cabeza.
la_dama_boba_s745,MAESTRO  (Quiero seguirle el humor.)
la_dama_boba_s746,Yo haré lo que mandáis.
la_dama_boba_s747,Id danzando cuando os vais.
la_dama_boba_s748,"MAESTRO Yo os agradezco el favor, pero llevaré tras mí mucha gente."
la_dama_boba_s749,"Un pastelero, un sastre y un zapatero, ¿llevan la gente tras sí?"
la_dama_boba_s750,MAESTRO No; pero tampoco ellos por la calle haciendo van sus oficios.
la_dama_boba_s751,"¿No podrán, si quieren?"
la_dama_boba_s752,MAESTRO Podrán hacellos; y yo no quiero danzar.
la_dama_boba_s753,Pues no entréis aquí.
la_dama_boba_s754,MAESTRO No haré.
la_dama_boba_s755,"Ni quiero andar en un pie, ni dar vueltas ni saltar."
la_dama_boba_s756,MAESTRO Ni yo enseñar las que sueñan disparates atrevidos.
la_dama_boba_s757,No importa; que los maridos son los que mejor enseñan.
la_dama_boba_s758,MAESTRO ¿Han visto la mentecata?
la_dama_boba_s759,"¿Qué es mentecata, villano?"
la_dama_boba_s760,"MAESTRO ¡Señora, tened la mano!"
la_dama_boba_s761,Es una dama que trata con gravedad y rigor a quien la sirve.
la_dama_boba_s762,¿Esa es?
la_dama_boba_s763,MAESTRO Puesto que vuelve después con más blandura y amor.
la_dama_boba_s764,¿Es eso cierto?
la_dama_boba_s765,MAESTRO ¿Pues no?
la_dama_boba_s766,"Yo os juro, aunque nunca ingrata, que no hay mayor mentecata en todo el mundo que yo."
la_dama_boba_s767,"MAESTRO El creer es cortesía; adiós, que soy muy cortés."
la_dama_boba_s768,(Váyase y entre CLARA.)
la_dama_boba_s769,¿Danzaste?
la_dama_boba_s770,¿Ya no lo ves?
